"CAMIS","GRADE","BORO","grade"
40536616,"B","Queens","B"
40536785,"A","Brooklyn","A"
40537290,"Z","Brooklyn","OTHER"
40537494,"A","Manhattan","A"
40537686,"A","Manhattan","A"
40537963,"A","Brooklyn","A"
40538061,"A","Bronx","A"
40538189,"A","Manhattan","A"
40538234,"A","Queens","A"
40538662,"A","Manhattan","A"
40538766,"A","Manhattan","A"
40539007,"A","Manhattan","A"
40539661,"A","Brooklyn","A"
40539772,"A","Bronx","A"
40541030,"A","Manhattan","A"
40542345,"A","Staten Island","A"
40542427,"Z","Manhattan","OTHER"
40542546,"A","Brooklyn","A"
40543355,"A","Queens","A"
40544107,"N","Manhattan","OTHER"
40544267,"A","Queens","A"
40544528,"A","Manhattan","A"
40544529,"A","Queens","A"
40544576,"Z","Manhattan","OTHER"
40544813,"A","Brooklyn","A"
40544823,"A","Manhattan","A"
40544948,"A","Queens","A"
40544958,"A","Manhattan","A"
40545130,"B","Manhattan","B"
40545227,"A","Queens","A"
40545329,"A","Manhattan","A"
40545375,"A","Manhattan","A"
40545454,"A","Manhattan","A"
40545543,"N","Manhattan","OTHER"
40545555,"A","Brooklyn","A"
40545573,"A","Queens","A"
40545741,"A","Manhattan","A"
40545786,"A","Bronx","A"
40546082,"A","Manhattan","A"
40546098,"A","Manhattan","A"
40546234,"A","Manhattan","A"
40546306,"A","Manhattan","A"
40546350,"A","Manhattan","A"
40546650,"A","Queens","A"
40547085,"A","Brooklyn","A"
40547434,"A","Staten Island","A"
40547548,"Z","Brooklyn","OTHER"
40547874,"N","Brooklyn","OTHER"
40547933,"A","Queens","A"
40548426,"A","Queens","A"
40548730,"A","Bronx","A"
40548768,"A","Manhattan","A"
40549443,"A","Queens","A"
40549610,"A","Manhattan","A"
40549885,"A","Bronx","A"
40549913,"A","Bronx","A"
40550150,"A","Queens","A"
40550155,"A","Manhattan","A"
40550548,"A","Queens","A"
40550765,"A","Manhattan","A"
40551093,"A","Brooklyn","A"
40551234,"A","Manhattan","A"
40551765,"A","Queens","A"
40551807,"A","Queens","A"
40551900,"A","Staten Island","A"
40552366,"A","Queens","A"
40553257,"Z","Brooklyn","OTHER"
40553443,"A","Manhattan","A"
40553581,"A","Bronx","A"
40553657,"A","Brooklyn","A"
40554018,"A","Bronx","A"
40554183,"A","Manhattan","A"
40554349,"A","Brooklyn","A"
40554360,"A","Manhattan","A"
40554369,"A","Brooklyn","A"
40554463,"A","Queens","A"
40556572,"A","Queens","A"
40557466,"A","Bronx","A"
40557901,"C","Bronx","C"
40557912,"Z","Manhattan","OTHER"
40558850,"A","Manhattan","A"
40559439,"A","Manhattan","A"
40559606,"A","Manhattan","A"
40559634,"C","Manhattan","C"
40559636,"A","Manhattan","A"
40559892,"A","Manhattan","A"
40560112,"A","Manhattan","A"
40560302,"A","Manhattan","A"
40560440,"A","Manhattan","A"
40560823,"A","Bronx","A"
40560927,"A","Manhattan","A"
40560931,"A","Manhattan","A"
40560933,"A","Manhattan","A"
40560935,"A","Manhattan","A"
40560941,"A","Manhattan","A"
40560945,"A","Manhattan","A"
40560949,"A","Manhattan","A"
40560953,"A","Manhattan","A"
40561234,"A","Queens","A"
40561290,"A","Brooklyn","A"
40561340,"A","Manhattan","A"
40562839,"A","Manhattan","A"
40563041,"A","Manhattan","A"
40563475,"A","Manhattan","A"
40564625,"A","Manhattan","A"
40564701,"A","Manhattan","A"
40564858,"C","Manhattan","C"
40565141,"A","Queens","A"
40566335,"A","Manhattan","A"
40566431,"A","Brooklyn","A"
40566617,"A","Manhattan","A"
40566621,"A","Staten Island","A"
40566706,"A","Bronx","A"
40567158,"Z","Manhattan","OTHER"
40567189,"A","Brooklyn","A"
40567856,"A","Queens","A"
40568591,"A","Manhattan","A"
40568945,"A","Queens","A"
40568949,"A","Queens","A"
40568953,"A","Queens","A"
40569008,"A","Manhattan","A"
40569633,"A","Manhattan","A"
40569838,"C","Bronx","C"
40570278,"A","Manhattan","A"
40570634,"A","Bronx","A"
40570775,"A","Manhattan","A"
40570910,"C","Bronx","C"
40570920,"A","Manhattan","A"
40571081,"A","Bronx","A"
40571082,"A","Manhattan","A"
40571128,"Z","Manhattan","OTHER"
40571528,"A","Brooklyn","A"
40572049,"A","Queens","A"
40572098,"A","Manhattan","A"
40572406,"B","Bronx","B"
40572494,"A","Queens","A"
40572951,"A","Manhattan","A"
40572960,"A","Queens","A"
40573101,"A","Bronx","A"
40573138,"A","Manhattan","A"
40573309,"A","Brooklyn","A"
40573338,"A","Bronx","A"
40573412,"A","Manhattan","A"
40573507,"A","Manhattan","A"
40573715,"A","Manhattan","A"
40574150,"A","Queens","A"
40574293,"B","Manhattan","B"
40574423,"A","Brooklyn","A"
40574474,"B","Brooklyn","B"
40574680,"A","Brooklyn","A"
40574733,"A","Brooklyn","A"
40574871,"A","Manhattan","A"
40574872,"A","Manhattan","A"
40575487,"A","Brooklyn","A"
40575863,"A","Manhattan","A"
40576002,"A","Queens","A"
40576044,"A","Manhattan","A"
40576056,"A","Bronx","A"
40576150,"A","Manhattan","A"
40576196,"A","Manhattan","A"
40576251,"A","Queens","A"
40576260,"A","Manhattan","A"
40576403,"A","Manhattan","A"
40576554,"A","Manhattan","A"
40576810,"C","Queens","C"
40576812,"Z","Queens","OTHER"
40577007,"A","Manhattan","A"
40577204,"A","Brooklyn","A"
40577362,"A","Brooklyn","A"
40577535,"A","Manhattan","A"
40578058,"C","Queens","C"
40578092,"A","Brooklyn","A"
40578252,"A","Manhattan","A"
40578388,"A","Bronx","A"
40578433,"A","Queens","A"
40578773,"B","Manhattan","B"
40579607,"A","Manhattan","A"
40579745,"A","Staten Island","A"
40579797,"A","Brooklyn","A"
40580298,"A","Manhattan","A"
40580683,"A","Brooklyn","A"
40581363,"A","Manhattan","A"
40581382,"A","Manhattan","A"
40581387,"A","Brooklyn","A"
40581692,"A","Manhattan","A"
40581729,"A","Manhattan","A"
40581917,"A","Manhattan","A"
40582103,"A","Manhattan","A"
40582271,"C","Queens","C"
40582335,"A","Manhattan","A"
40584158,"A","Queens","A"
40584579,"A","Brooklyn","A"
40585102,"Z","Bronx","OTHER"
40585479,"A","Brooklyn","A"
40585860,"A","Manhattan","A"
40585966,"A","Manhattan","A"
40586000,"A","Manhattan","A"
40586094,"B","Queens","B"
40586239,"A","Manhattan","A"
40586834,"Z","Queens","OTHER"
40587273,"A","Queens","A"
40587698,"A","Manhattan","A"
40587714,"A","Manhattan","A"
40587835,"A","Queens","A"
40587915,"A","Queens","A"
40588072,"A","Queens","A"
40588166,"A","Manhattan","A"
40589507,"A","Brooklyn","A"
40591269,"A","Manhattan","A"
40591271,"A","Queens","A"
40591492,"A","Queens","A"
40591519,"A","Staten Island","A"
40591607,"A","Brooklyn","A"
40592117,"A","Manhattan","A"
40592181,"Z","Bronx","OTHER"
40592207,"A","Manhattan","A"
40592285,"A","Manhattan","A"
40592566,"A","Manhattan","A"
40592791,"A","Brooklyn","A"
40592811,"A","Brooklyn","A"
40592981,"A","Manhattan","A"
40593352,"A","Queens","A"
40593817,"A","Queens","A"
40593844,"A","Brooklyn","A"
40593848,"A","Brooklyn","A"
40594203,"A","Manhattan","A"
40594214,"A","Queens","A"
40594677,"A","Manhattan","A"
40594824,"A","Queens","A"
40595136,"A","Brooklyn","A"
40596246,"A","Bronx","A"
40596349,"A","Manhattan","A"
40596359,"A","Manhattan","A"
40596549,"A","Queens","A"
40597074,"B","Brooklyn","B"
40597409,"B","Manhattan","B"
40597618,"A","Staten Island","A"
40597923,"A","Brooklyn","A"
40599004,"A","Manhattan","A"
40599302,"A","Brooklyn","A"
40600383,"A","Manhattan","A"
40600516,"A","Manhattan","A"
40600780,"A","Manhattan","A"
40600853,"N","Manhattan","OTHER"
40601006,"A","Brooklyn","A"
40601159,"A","Manhattan","A"
40601254,"A","Queens","A"
40601687,"A","Queens","A"
40601738,"A","Staten Island","A"
40602670,"A","Manhattan","A"
40602783,"P","Manhattan","OTHER"
40602855,"A","Manhattan","A"
40602866,"A","Manhattan","A"
40602872,"A","Staten Island","A"
40602878,"A","Manhattan","A"
40603743,"A","Staten Island","A"
40604004,"B","Manhattan","B"
40604207,"B","Bronx","B"
40604442,"A","Brooklyn","A"
40604769,"B","Manhattan","B"
40605180,"A","Manhattan","A"
40605319,"A","Manhattan","A"
40605511,"A","Manhattan","A"
40605770,"A","Queens","A"
40605839,"A","Brooklyn","A"
40605862,"A","Brooklyn","A"
40606331,"A","Manhattan","A"
40606656,"A","Queens","A"
40606772,"A","Manhattan","A"
40607093,"A","Bronx","A"
40607341,"Z","Queens","OTHER"
40607604,"A","Queens","A"
40607926,"A","Manhattan","A"
40608102,"B","Queens","B"
40608422,"C","Bronx","C"
40608576,"A","Manhattan","A"
40608702,"A","Staten Island","A"
40608746,"B","Manhattan","B"
40609087,"A","Brooklyn","A"
40609248,"A","Manhattan","A"
40609590,"A","Manhattan","A"
40609677,"C","Staten Island","C"
40609678,"A","Staten Island","A"
40609705,"A","Staten Island","A"
40610000,"A","Brooklyn","A"
40610087,"B","Manhattan","B"
40610139,"A","Queens","A"
40610212,"A","Brooklyn","A"
40610554,"A","Manhattan","A"
40611024,"Z","Manhattan","OTHER"
40611192,"A","Brooklyn","A"
40611399,"A","Manhattan","A"
40611479,"A","Brooklyn","A"
40612120,"A","Queens","A"
40614489,"A","Queens","A"
40614573,"A","Brooklyn","A"
40615672,"A","Manhattan","A"
40615828,"A","Manhattan","A"
40616482,"A","Manhattan","A"
40616509,"A","Brooklyn","A"
40616799,"A","Manhattan","A"
40617224,"A","Brooklyn","A"
40617736,"C","Manhattan","C"
40617746,"A","Manhattan","A"
40618281,"A","Bronx","A"
40618557,"A","Manhattan","A"
40618714,"Z","Bronx","OTHER"
40619544,"Z","Manhattan","OTHER"
40620325,"A","Manhattan","A"
40620427,"A","Staten Island","A"
40620726,"A","Manhattan","A"
40621241,"A","Bronx","A"
40622348,"A","Brooklyn","A"
40622601,"A","Manhattan","A"
40623604,"A","Manhattan","A"
40624409,"A","Manhattan","A"
40624458,"N","Queens","OTHER"
40624470,"A","Bronx","A"
40624607,"A","Manhattan","A"
40624744,"A","Manhattan","A"
40625198,"A","Queens","A"
40625230,"A","Queens","A"
40625346,"A","Manhattan","A"
40625667,"Z","Brooklyn","OTHER"
40625816,"A","Manhattan","A"
40633087,"B","Manhattan","B"
40633995,"A","Queens","A"
40634433,"A","Queens","A"
40634607,"A","Bronx","A"
40634891,"A","Manhattan","A"
40634937,"A","Manhattan","A"
40635366,"A","Manhattan","A"
40635454,"A","Manhattan","A"
40635781,"A","Manhattan","A"
40635976,"A","Queens","A"
40637551,"N","Brooklyn","OTHER"
40637864,"Z","Brooklyn","OTHER"
40639085,"A","Brooklyn","A"
40639261,"A","Brooklyn","A"
40639934,"A","Manhattan","A"
40640493,"B","Brooklyn","B"
40640688,"A","Manhattan","A"
40641437,"A","Manhattan","A"
40642602,"C","Queens","C"
40643138,"A","Manhattan","A"
40643163,"A","Manhattan","A"
40643227,"A","Queens","A"
40643680,"A","Brooklyn","A"
40643682,"A","Manhattan","A"
40644352,"A","Manhattan","A"
40645039,"A","Manhattan","A"
40645249,"A","Brooklyn","A"
40645260,"A","Queens","A"
40645418,"A","Manhattan","A"
40645559,"A","Brooklyn","A"
40647906,"B","Queens","B"
40647953,"A","Queens","A"
40648876,"A","Manhattan","A"
40649377,"A","Manhattan","A"
40649463,"A","Queens","A"
40649472,"A","Manhattan","A"
40651300,"A","Brooklyn","A"
40652017,"A","Brooklyn","A"
40653417,"A","Manhattan","A"
40653513,"A","Queens","A"
40653926,"A","Bronx","A"
40654198,"A","Bronx","A"
40654318,"A","Manhattan","A"
40654823,"A","Manhattan","A"
40654847,"B","Manhattan","B"
40655520,"A","Manhattan","A"
40655946,"B","Bronx","B"
40656139,"A","Manhattan","A"
40656356,"A","Brooklyn","A"
40656594,"A","Bronx","A"
40658440,"A","Staten Island","A"
40659101,"B","Brooklyn","B"
40659197,"A","Manhattan","A"
40659758,"A","Queens","A"
40659854,"A","Queens","A"
40660748,"Z","Manhattan","OTHER"
40660816,"A","Queens","A"
40661017,"A","Queens","A"
40661290,"A","Brooklyn","A"
40662141,"Z","Queens","OTHER"
40662196,"A","Manhattan","A"
40662349,"A","Queens","A"
40662495,"A","Manhattan","A"
40663950,"A","Manhattan","A"
40663973,"A","Bronx","A"
40664052,"A","Manhattan","A"
40664304,"A","Brooklyn","A"
40664744,"A","Manhattan","A"
40665065,"A","Manhattan","A"
40665359,"A","Manhattan","A"
40666003,"C","Manhattan","C"
40666094,"A","Queens","A"
40666183,"A","Manhattan","A"
40667358,"A","Manhattan","A"
40667588,"C","Brooklyn","C"
40668305,"A","Queens","A"
40668464,"A","Manhattan","A"
40668681,"A","Queens","A"
40669394,"A","Bronx","A"
40669697,"P","Manhattan","OTHER"
40671821,"A","Brooklyn","A"
40672460,"A","Manhattan","A"
40672603,"C","Manhattan","C"
40673089,"A","Queens","A"
40673117,"A","Manhattan","A"
40674404,"B","Bronx","B"
40674475,"A","Manhattan","A"
40674838,"A","Manhattan","A"
40675225,"A","Bronx","A"
40675892,"A","Brooklyn","A"
40675977,"A","Manhattan","A"
40676022,"A","Queens","A"
40676502,"A","Brooklyn","A"
40676550,"A","Manhattan","A"
40676801,"A","Manhattan","A"
40676884,"A","Brooklyn","A"
40677036,"A","Manhattan","A"
40677193,"A","Queens","A"
40677553,"A","Manhattan","A"
40678235,"A","Queens","A"
40678995,"A","Queens","A"
40679229,"A","Manhattan","A"
40679269,"A","Manhattan","A"
40679327,"A","Brooklyn","A"
40680918,"B","Manhattan","B"
40681290,"A","Queens","A"
40682609,"A","Manhattan","A"
40683948,"A","Queens","A"
40684066,"A","Brooklyn","A"
40685734,"A","Manhattan","A"
40685858,"Z","Manhattan","OTHER"
40686067,"A","Brooklyn","A"
40686372,"A","Brooklyn","A"
40686672,"B","Staten Island","B"
40687209,"Z","Manhattan","OTHER"
40687217,"A","Brooklyn","A"
40689434,"A","Bronx","A"
40689838,"A","Manhattan","A"
40690158,"A","Manhattan","A"
40690297,"N","Queens","OTHER"
40690899,"A","Queens","A"
40691110,"A","Bronx","A"
40691569,"A","Manhattan","A"
40692073,"A","Brooklyn","A"
40692209,"A","Queens","A"
40692361,"A","Brooklyn","A"
40692741,"A","Queens","A"
40692961,"A","Brooklyn","A"
40693095,"A","Bronx","A"
40693544,"A","Manhattan","A"
40693952,"A","Bronx","A"
40694122,"A","Queens","A"
40694187,"A","Bronx","A"
40694764,"A","Brooklyn","A"
40694767,"A","Manhattan","A"
40695079,"Z","Manhattan","OTHER"
40695260,"A","Queens","A"
40696959,"A","Queens","A"
40697311,"A","Manhattan","A"
40697317,"A","Brooklyn","A"
40697681,"A","Manhattan","A"
40698274,"A","Manhattan","A"
40698410,"A","Brooklyn","A"
40698537,"A","Manhattan","A"
40698788,"A","Manhattan","A"
40698807,"A","Manhattan","A"
40698823,"A","Brooklyn","A"
40698840,"A","Queens","A"
40698892,"A","Manhattan","A"
40699061,"A","Queens","A"
40699339,"Z","Bronx","OTHER"
40700293,"A","Brooklyn","A"
40700664,"A","Manhattan","A"
40700724,"A","Manhattan","A"
40701165,"A","Bronx","A"
40701605,"A","Queens","A"
40703670,"A","Manhattan","A"
40703714,"Z","Manhattan","OTHER"
40703739,"A","Manhattan","A"
40703791,"A","Manhattan","A"
40703795,"A","Manhattan","A"
40703837,"A","Manhattan","A"
40704155,"Z","Queens","OTHER"
40704305,"A","Queens","A"
40704315,"B","Manhattan","B"
40705411,"B","Brooklyn","B"
40705438,"A","Bronx","A"
40705487,"A","Manhattan","A"
40705931,"A","Manhattan","A"
40705983,"A","Bronx","A"
40707194,"A","Queens","A"
40707818,"B","Queens","B"
40708213,"A","Brooklyn","A"
40708523,"A","Manhattan","A"
40708598,"A","Queens","A"
40709458,"A","Queens","A"
40709941,"A","Manhattan","A"
40710411,"Z","Queens","OTHER"
40710951,"A","Manhattan","A"
40710953,"A","Manhattan","A"
40711118,"P","Manhattan","OTHER"
40711301,"B","Queens","B"
40711561,"A","Manhattan","A"
40711694,"A","Manhattan","A"
40711788,"A","Brooklyn","A"
40711820,"A","Brooklyn","A"
40712429,"A","Queens","A"
40712781,"A","Manhattan","A"
40714228,"A","Brooklyn","A"
40714371,"A","Brooklyn","A"
40715360,"A","Manhattan","A"
40715362,"A","Manhattan","A"
40715364,"A","Manhattan","A"
40715365,"A","Queens","A"
40716007,"B","Bronx","B"
40716092,"A","Manhattan","A"
40716141,"A","Manhattan","A"
40716299,"A","Staten Island","A"
40716479,"N","Manhattan","OTHER"
40716489,"B","Manhattan","B"
40716625,"A","Manhattan","A"
40717234,"A","Bronx","A"
40717386,"A","Brooklyn","A"
40717559,"Z","Queens","OTHER"
40718547,"A","Queens","A"
40719059,"A","Manhattan","A"
40719552,"A","Manhattan","A"
40719557,"B","Queens","B"
40719669,"A","Brooklyn","A"
40719693,"A","Bronx","A"
40719863,"A","Queens","A"
40720280,"A","Staten Island","A"
40720288,"A","Manhattan","A"
40720393,"A","Staten Island","A"
40720511,"A","Staten Island","A"
40720599,"B","Manhattan","B"
40720858,"A","Manhattan","A"
40720911,"A","Manhattan","A"
40721162,"A","Queens","A"
40721417,"C","Brooklyn","C"
40721728,"A","Brooklyn","A"
40722206,"A","Manhattan","A"
40722659,"A","Manhattan","A"
40723447,"A","Queens","A"
40723611,"A","Queens","A"
40723673,"A","Manhattan","A"
40723910,"A","Brooklyn","A"
40724274,"A","Manhattan","A"
40724462,"A","Queens","A"
40725853,"A","Brooklyn","A"
40725911,"A","Manhattan","A"
40726194,"A","Manhattan","A"
40726517,"A","Manhattan","A"
40726811,"A","Manhattan","A"
40726984,"A","Queens","A"
40727214,"A","Brooklyn","A"
40727609,"A","Manhattan","A"
40727750,"A","Manhattan","A"
40727820,"A","Manhattan","A"
40728353,"A","Staten Island","A"
40728858,"A","Manhattan","A"
40729164,"A","Manhattan","A"
40729264,"A","Manhattan","A"
40729296,"A","Queens","A"
40729439,"A","Queens","A"
40729582,"Z","Manhattan","OTHER"
40729796,"A","Queens","A"
40729819,"A","Manhattan","A"
40730140,"A","Brooklyn","A"
40730270,"A","Brooklyn","A"
40730301,"A","Bronx","A"
40730585,"A","Manhattan","A"
40730678,"A","Queens","A"
40731158,"A","Manhattan","A"
40731196,"A","Brooklyn","A"
40731341,"A","Queens","A"
40731374,"B","Brooklyn","B"
40732416,"A","Brooklyn","A"
40732501,"A","Brooklyn","A"
40732665,"A","Manhattan","A"
40732696,"A","Manhattan","A"
40733080,"A","Brooklyn","A"
40733334,"A","Brooklyn","A"
40734383,"A","Manhattan","A"
40734506,"A","Brooklyn","A"
40734541,"A","Queens","A"
40734589,"A","Manhattan","A"
40735129,"A","Manhattan","A"
40735965,"A","Brooklyn","A"
40736005,"A","Brooklyn","A"
40736135,"A","Manhattan","A"
40736137,"A","Manhattan","A"
40736140,"A","Manhattan","A"
40736385,"A","Brooklyn","A"
40736836,"C","Manhattan","C"
40737045,"A","Brooklyn","A"
40737436,"A","Manhattan","A"
40737677,"A","Brooklyn","A"
40737930,"A","Manhattan","A"
40737932,"A","Manhattan","A"
40737933,"A","Queens","A"
40738177,"A","Queens","A"
40738920,"A","Manhattan","A"
40738973,"A","Brooklyn","A"
40739276,"A","Manhattan","A"
40739412,"A","Manhattan","A"
40739444,"A","Queens","A"
40739446,"A","Queens","A"
40739883,"A","Manhattan","A"
40740446,"A","Bronx","A"
40741534,"B","Queens","B"
40741630,"A","Bronx","A"
40741728,"B","Manhattan","B"
40741900,"A","Manhattan","A"
40741967,"B","Queens","B"
40742056,"A","Manhattan","A"
40743578,"Z","Queens","OTHER"
40744131,"A","Brooklyn","A"
40744492,"A","Brooklyn","A"
40745610,"C","Queens","C"
40745618,"B","Brooklyn","B"
40745870,"A","Queens","A"
40746162,"A","Queens","A"
40746560,"A","Queens","A"
40747050,"A","Queens","A"
40747162,"A","Staten Island","A"
40747192,"A","Bronx","A"
40747820,"A","Manhattan","A"
40748086,"A","Manhattan","A"
40748570,"A","Queens","A"
40748671,"A","Queens","A"
40748959,"A","Brooklyn","A"
40750062,"B","Brooklyn","B"
40750262,"A","Manhattan","A"
40750264,"A","Manhattan","A"
40750279,"A","Manhattan","A"
40750324,"A","Manhattan","A"
40750343,"A","Manhattan","A"
40750451,"A","Queens","A"
40750766,"A","Manhattan","A"
40751057,"A","Queens","A"
40751835,"A","Manhattan","A"
40751933,"A","Manhattan","A"
40752293,"A","Brooklyn","A"
40752294,"A","Manhattan","A"
40752437,"A","Manhattan","A"
40755172,"A","Manhattan","A"
40755548,"A","Bronx","A"
40755766,"B","Queens","B"
40756020,"A","Queens","A"
40756088,"A","Queens","A"
40756287,"A","Manhattan","A"
40756606,"A","Brooklyn","A"
40757375,"A","Brooklyn","A"
40757425,"A","Queens","A"
40758427,"A","Manhattan","A"
40759586,"A","Manhattan","A"
40759924,"B","Manhattan","B"
40759928,"A","Brooklyn","A"
40759930,"A","Bronx","A"
40759944,"A","Brooklyn","A"
40760523,"A","Manhattan","A"
40760795,"A","Brooklyn","A"
40760809,"A","Manhattan","A"
40761108,"N","Queens","OTHER"
40761262,"A","Manhattan","A"
40762828,"Z","Brooklyn","OTHER"
40762853,"B","Manhattan","B"
40763376,"A","Brooklyn","A"
40763629,"A","Brooklyn","A"
40763786,"A","Brooklyn","A"
40763806,"A","Queens","A"
40763881,"C","Manhattan","C"
40765358,"A","Bronx","A"
40765947,"A","Brooklyn","A"
40781412,"A","Queens","A"
40781520,"A","Manhattan","A"
40781869,"B","Queens","B"
40782091,"A","Queens","A"
40782092,"A","Manhattan","A"
40782999,"A","Staten Island","A"
40783014,"A","Brooklyn","A"
40783353,"A","Manhattan","A"
40783591,"A","Brooklyn","A"
40783748,"A","Queens","A"
40783903,"A","Manhattan","A"
40783967,"A","Manhattan","A"
40785023,"A","Manhattan","A"
40785565,"B","Manhattan","B"
40786218,"A","Queens","A"
40786413,"A","Manhattan","A"
40786902,"A","Queens","A"
40786907,"A","Queens","A"
40786914,"A","Staten Island","A"
40786919,"A","Brooklyn","A"
40786921,"A","Queens","A"
40786923,"B","Staten Island","B"
40787040,"A","Queens","A"
40787049,"A","Queens","A"
40787054,"Z","Queens","OTHER"
40787059,"A","Queens","A"
40787908,"A","Brooklyn","A"
40787990,"A","Manhattan","A"
40788085,"A","Manhattan","A"
40788884,"A","Manhattan","A"
